food_Code,food_Nm,nation_Std_Food_Grupp_Code_Nm,food_Wgh,allrgy_Info,food_Image_Address
F00280,"찹쌀, 백미, 생것",곡류 및 그 제품,5.00,null,
F00025,"멥쌀, 현미, 발아현미, 생것",곡류 및 그 제품,3.00,null,
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,80.00,null,
F03214,"멥쌀, 현미, 생것",곡류 및 그 제품,5.00,null,
F00004,"기장, 도정, 생것",곡류 및 그 제품,5.00,null,
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,90.00,null,
F00281,"찹쌀, 현미, 생것",곡류 및 그 제품,5.00,null,
F00227,"수수, 도정, 생것",곡류 및 그 제품,5.00,null,
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,90.00,null,
F00281,"찹쌀, 현미, 생것",곡류 및 그 제품,5.00,null,
F00280,"찹쌀, 백미, 생것",곡류 및 그 제품,5.00,null,
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,85.00,null,
F00025,"멥쌀, 현미, 발아현미, 생것",곡류 및 그 제품,3.00,null,
F03154,"멥쌀, 현미, 흑미, 생것",곡류 및 그 제품,2.00,null,
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,90.00,null,
F00278,"조, 차조, 도정, 생것",곡류 및 그 제품,3.00,null,
F03154,"멥쌀, 현미, 흑미, 생것",곡류 및 그 제품,3.00,null,
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,105.00,null,
F03214,"멥쌀, 현미, 생것",곡류 및 그 제품,15.00,null,
F00423,"강낭콩, 생것",두류,5.00,null,
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,80.00,null,
F00280,"찹쌀, 백미, 생것",곡류 및 그 제품,10.00,null,
F00215,"보리, 쌀보리, 도정, 생것",곡류 및 그 제품,5.00,null,
F00460,"대두, 검은색, 서리태, 말린것",두류,2.00,대두(콩),
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,90.00,null,
F00280,"찹쌀, 백미, 생것",곡류 및 그 제품,10.00,null,
F00460,"대두, 검은색, 서리태, 말린것",두류,3.00,대두(콩),
F03154,"멥쌀, 현미, 흑미, 생것",곡류 및 그 제품,1.00,null,
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,80.00,null,
F00259,"옥수수, 찰옥수수, 생것",곡류 및 그 제품,10.00,null,
F00004,"기장, 도정, 생것",곡류 및 그 제품,3.00,null,
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,90.00,null,
F00259,"옥수수, 찰옥수수, 생것",곡류 및 그 제품,10.00,null,
F00278,"조, 차조, 도정, 생것",곡류 및 그 제품,3.00,null,
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,70.00,null,
F00466,"대두, 검은색, 흑태, 말린것",두류,10.00,대두(콩),
F00280,"찹쌀, 백미, 생것",곡류 및 그 제품,10.00,null,
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,100.00,null,
F00280,"찹쌀, 백미, 생것",곡류 및 그 제품,10.00,null,
F00460,"대두, 검은색, 서리태, 말린것",두류,3.00,대두(콩),
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,90.00,null,
F03557,"고구마, 생것",감자 및 전분류,20.00,null,
F01024,"연근, 생것",채소류,15.00,null,
F01045,"우엉, 생것",채소류,10.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-5845-1/978-89-480-5845-1_B_093.jpg
F03154,"멥쌀, 현미, 흑미, 생것",곡류 및 그 제품,10.00,null,
F00702,"당근, 뿌리, 생것",채소류,5.00,null,
F00541,"은행, 생것",견과 및 종실류,5.00,null,
F02875,"소금, 천일염",조미료류,1.00,null,
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,80.00,null,
F00708,"도라지, 뿌리, 생것",채소류,25.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-5845-1/978-89-480-5845-1_B_042.jpg
F01271,"표고버섯, 배지재배, 생것",버섯류,15.00,null,
F02411,"전복, 둥근전복, 생것",어패류 및 기타 수산물,10.00,"어패류(굴, 전복, 홍합 포함)",
F00541,"은행, 생것",견과 및 종실류,10.00,null,
F00511,"밤, 생것",견과 및 종실류,8.00,null,
F02688,들기름,유지류,7.00,null,
F02878,"소금, 천일염, 소금꽃",조미료류,1.00,null,
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,90.00,null,
F00440,"렌즈콩(렌틸콩), 갈색, 말린것",두류,10.00,null,
F00025,"멥쌀, 현미, 발아현미, 생것",곡류 및 그 제품,10.00,null,
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,85.00,null,
F03154,"멥쌀, 현미, 흑미, 생것",곡류 및 그 제품,10.00,null,
F00259,"옥수수, 찰옥수수, 생것",곡류 및 그 제품,5.00,null,
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,80.00,null,
F00466,"대두, 검은색, 흑태, 말린것",두류,8.00,대두(콩),
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,80.00,null,
F00441,"병아리콩, 말린것",두류,10.00,null,
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,90.00,null,
F03547,"찹쌀, 현미, 흑미, 생것",곡류 및 그 제품,20.00,null,
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,80.00,null,
F00280,"찹쌀, 백미, 생것",곡류 및 그 제품,20.00,null,
F00482,"팥, 적색, 말린것",두류,5.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_097.jpg
F00460,"대두, 검은색, 서리태, 말린것",두류,5.00,대두(콩),
F00278,"조, 차조, 도정, 생것",곡류 및 그 제품,5.00,null,
F00227,"수수, 도정, 생것",곡류 및 그 제품,5.00,null,
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,80.00,null,
F00442,"완두, 생것",두류,15.00,null,
F00280,"찹쌀, 백미, 생것",곡류 및 그 제품,10.00,null,
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,80.00,null,
F00280,"찹쌀, 백미, 생것",곡류 및 그 제품,10.00,null,
F00227,"수수, 도정, 생것",곡류 및 그 제품,8.00,null,
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,90.00,null,
F00224,"보리, 겉보리, 늘보리, 도정, 생것",곡류 및 그 제품,15.00,null,
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,100.00,null,
F00278,"조, 차조, 도정, 생것",곡류 및 그 제품,10.00,null,
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,70.00,null,
F00280,"찹쌀, 백미, 생것",곡류 및 그 제품,10.00,null,
F00278,"조, 차조, 도정, 생것",곡류 및 그 제품,5.00,null,
F00227,"수수, 도정, 생것",곡류 및 그 제품,5.00,null,
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,90.00,null,
F00426,"녹두, 말린것",두류,10.00,null,
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,150.00,null,
F01481,"크랜베리, 말린것, 가당",과일류,15.00,null,
F00002,"귀리, 쌀귀리, 도정, 생것",곡류 및 그 제품,20.00,null,
F00306,"감자, 대지, 삶은것",감자 및 전분류,30.00,null,
F00079,"멥쌀, 백미, 밥",곡류 및 그 제품,180.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_103.jpg
F03123,"찹쌀, 백미, 보람찰, 밥",곡류 및 그 제품,10.00,null,
F02876,"소금, 천일염, 가는소금",조미료류,0.50,null,
F00337,"고구마, 점질(호박) 고구마, 찐것",감자 및 전분류,40.00,null,
F00079,"멥쌀, 백미, 밥",곡류 및 그 제품,170.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_103.jpg
F00079,"멥쌀, 백미, 밥",곡류 및 그 제품,160.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_103.jpg
F00306,"감자, 대지, 삶은것",감자 및 전분류,20.00,null,
F00703,"당근, 뿌리, 데친것",채소류,5.00,null,
F03123,"찹쌀, 백미, 보람찰, 밥",곡류 및 그 제품,10.00,null,
F01120,"콩나물, 삶은것",채소류,20.00,null,
F02825,"간장, 개량, 양조",조미료류,5.00,대두(콩),
F01147,"파, 쪽파, 생것",채소류,2.00,null,
F02838,고춧가루,조미료류,1.00,null,
F00739,"마늘, 생것",채소류,1.00,null,
F02710,참기름,유지류,1.00,null,
F00079,"멥쌀, 백미, 밥",곡류 및 그 제품,160.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_103.jpg
F00306,"감자, 대지, 삶은것",감자 및 전분류,20.00,null,
F02666,"치즈, 체다",우유류 및 유제품,10.00,우유,
F00703,"당근, 뿌리, 데친것",채소류,5.00,null,
F03123,"찹쌀, 백미, 보람찰, 밥",곡류 및 그 제품,10.00,null,
F01120,"콩나물, 삶은것",채소류,20.00,null,
F02825,"간장, 개량, 양조",조미료류,5.00,대두(콩),
F01147,"파, 쪽파, 생것",채소류,2.00,null,
F02838,고춧가루,조미료류,1.00,null,
F00739,"마늘, 생것",채소류,1.00,null,
F02710,참기름,유지류,1.00,null,
F00079,"멥쌀, 백미, 밥",곡류 및 그 제품,160.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_103.jpg
F01120,"콩나물, 삶은것",채소류,50.00,null,
F01614,"돼지고기, 등심, 구운것(팬)",육류,20.00,돼지고기,
F02825,"간장, 개량, 양조",조미료류,5.00,대두(콩),
F00216,"보리, 겉보리, 압맥",곡류 및 그 제품,10.00,null,
F01148,"파, 쪽파, 생것",채소류,5.00,null,
F02838,고춧가루,조미료류,1.00,null,
F00739,"마늘, 생것",채소류,1.00,null,
F02710,참기름,유지류,1.00,null,
F00551,"참깨, 흰색, 볶은것",견과 및 종실류,1.00,null,
F00079,"멥쌀, 백미, 밥",곡류 및 그 제품,140.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_103.jpg
F00664,"김치, 배추 김치",채소류,40.00,null,
F01695,"소고기, 한우, 등심, 구운것(팬)",육류,20.00,쇠고기,
F02712,콩기름,유지류,5.00,대두(콩),
F00079,"멥쌀, 백미, 밥",곡류 및 그 제품,190.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_103.jpg
F00352,"마, 장마, 삶은것",감자 및 전분류,50.00,null,
F00079,"멥쌀, 백미, 밥",곡류 및 그 제품,210.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_103.jpg
F00772,"무, 조선무, 생것",채소류,70.00,null,
F02825,"간장, 개량, 양조",조미료류,5.00,대두(콩),
F01149,"파, 대파, 생것",채소류,1.00,null,
F00739,"마늘, 생것",채소류,0.30,null,
F02710,참기름,유지류,0.40,null,
F02838,고춧가루,조미료류,0.30,null,
F02841,"참깨, 흰색, 볶은것",견과 및 종실류,0.50,null,
F00079,"멥쌀, 백미, 밥",곡류 및 그 제품,190.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_103.jpg
F01279,"표고버섯, 참나무재배, 말린것, 삶은것",버섯류,10.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_073.jpg
F01235,"송이버섯, 데친것",버섯류,10.00,null,
F01201,"느타리버섯, 데친것",버섯류,10.00,null,
F01185,"호박, 애호박, 데친것",채소류,10.00,null,
F03123,"찹쌀, 백미, 보람찰, 밥",곡류 및 그 제품,20.00,null,
F02710,참기름,유지류,0.30,null,
F02876,"소금, 천일염, 가는소금",조미료류,0.20,null,
F00079,"멥쌀, 백미, 밥",곡류 및 그 제품,57.70,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_103.jpg
F00280,"찹쌀, 백미, 생것",곡류 및 그 제품,19.20,null,
F00306,"감자, 대지, 삶은것",감자 및 전분류,28.80,null,
F02876,"소금, 천일염, 가는소금",조미료류,1.00,null,
F00079,"멥쌀, 백미, 밥",곡류 및 그 제품,91.20,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_103.jpg
F00280,"찹쌀, 백미, 생것",곡류 및 그 제품,30.70,null,
F00306,"감자, 대지, 삶은것",감자 및 전분류,46.10,null,
F02876,"소금, 천일염, 가는소금",조미료류,1.60,null,
F00079,"멥쌀, 백미, 밥",곡류 및 그 제품,111.60,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_103.jpg
F00306,"감자, 대지, 삶은것",감자 및 전분류,101.40,null,
F00079,"멥쌀, 백미, 밥",곡류 및 그 제품,114.50,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_103.jpg
F01120,"콩나물, 삶은것",채소류,71.70,null,
F02825,"간장, 개량, 양조",조미료류,14.40,대두(콩),
F00216,"보리, 겉보리, 압맥",곡류 및 그 제품,19.20,null,
F01148,"파, 쪽파, 생것",채소류,7.20,null,
F02838,고춧가루,조미료류,1.40,null,
F00739,"마늘, 생것",채소류,1.40,null,
F02710,참기름,유지류,1.40,null,
F00551,"참깨, 흰색, 볶은것",견과 및 종실류,1.40,null,
F01755,"소고기, 한우(1등급), 우둔(우둔살), 생것",육류,30.00,쇠고기,
F00079,"멥쌀, 백미, 밥",곡류 및 그 제품,200.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_103.jpg
F00730,"들깻잎, 생것",채소류,20.00,null,
F01001,"양파, 생것",채소류,15.00,null,
F00702,"당근, 뿌리, 생것",채소류,12.00,null,
F02876,"소금, 천일염, 가는소금",조미료류,1.10,null,
F00550,"참깨, 흰색, 말린것",견과 및 종실류,1.00,null,
F02710,참기름,유지류,2.00,null,
F02892,쌈장,조미료류,15.00,대두(콩),
F00280,"찹쌀, 백미, 생것",곡류 및 그 제품,40.00,null,
F01179,"호박, 단호박, 생것",채소류,31.00,null,
F01320,"대추, 말린것",과일류,4.00,null,
F00567,"호두, 말린것",견과 및 종실류,3.00,호두,
F00511,"밤, 생것",견과 및 종실류,10.00,null,
F00544,"잣, 생것",견과 및 종실류,2.00,잣,
F00394,"설탕, 백설탕",당류,7.00,null,
F02876,"소금, 천일염, 가는소금",조미료류,0.30,null,
F02710,참기름,유지류,2.00,null,
F03083,"치자꽃, 생것",기타,0.00,null,
F00777,"무청, 시래기, 말린것, 삶은것",채소류,40.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_091.jpg
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,50.00,null,
F00280,"찹쌀, 백미, 생것",곡류 및 그 제품,20.00,null,
F00544,"잣, 생것",견과 및 종실류,3.00,잣,
F00511,"밤, 생것",견과 및 종실류,20.00,null,
F00541,"은행, 생것",견과 및 종실류,8.00,null,
F01320,"대추, 말린것",과일류,5.00,null,
F00460,"대두, 검은색, 서리태, 말린것",두류,10.00,대두(콩),
F01148,"파, 쪽파, 생것",채소류,5.00,null,
F02827,"간장, 재래",조미료류,3.00,대두(콩),
F02825,"간장, 개량, 양조",조미료류,7.00,대두(콩),
F02838,고춧가루,조미료류,1.00,null,
F02841,"참깨, 흰색, 볶은것",견과 및 종실류,1.00,null,
F02710,참기름,유지류,3.00,null,
F03640,생수,음료류,90.00,null,
F01024,"연근, 생것",채소류,20.00,null,
F00280,"찹쌀, 백미, 생것",곡류 및 그 제품,40.00,null,
F03547,"찹쌀, 현미, 흑미, 생것",곡류 및 그 제품,10.00,null,
F00278,"조, 차조, 도정, 생것",곡류 및 그 제품,10.00,null,
F03640,생수,음료류,80.00,null,
F00511,"밤, 생것",견과 및 종실류,15.00,null,
F00541,"은행, 생것",견과 및 종실류,5.00,null,
F01320,"대추, 말린것",과일류,5.00,null,
F00568,"호두, 볶은것",견과 및 종실류,3.00,호두,
F00460,"대두, 검은색, 서리태, 말린것",두류,8.00,대두(콩),
F02876,"소금, 천일염, 가는소금",조미료류,1.20,null,
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,30.00,null,
F00280,"찹쌀, 백미, 생것",곡류 및 그 제품,40.00,null,
F00094,"즉석밥, 잡곡밥(멥쌀, 찹쌀, 흑미, 팥, 기장, 찰수수)",곡류 및 그 제품,30.00,null,
F01069,"대나무순(죽순), 생것",채소류,30.00,null,
F01320,"대추, 말린것",과일류,5.00,null,
F00541,"은행, 생것",견과 및 종실류,5.00,null,
F00544,"잣, 생것",견과 및 종실류,2.00,잣,
F02876,"소금, 천일염, 가는소금",조미료류,2.40,null,
F02883,"식초, 감식초",조미료류,3.00,null,
F02586,"다시마, 말린것",해조류,1.00,null,
F03640,생수,음료류,100.00,null,
F02838,고춧가루,조미료류,3.00,null,
F02847,"된장, 개량",조미료류,3.00,대두(콩),
F02836,"고추장, 개량",조미료류,4.00,대두(콩),
F02825,"간장, 개량, 양조",조미료류,4.00,대두(콩),
F00386,물엿,당류,3.00,null,
F02841,"참깨, 흰색, 볶은것",견과 및 종실류,2.00,null,
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,60.00,null,
F00576,"가지, 생것",채소류,20.00,null,
F03251,"돼지고기, 앞다리, 생것",육류,10.00,null,
F02838,고춧가루,조미료류,1.00,null,
F02825,"간장, 개량, 양조",조미료류,1.00,대두(콩),
F02710,참기름,유지류,1.00,null,
F01149,"파, 대파, 생것",채소류,1.00,null,
F02841,"참깨, 흰색, 볶은것",견과 및 종실류,0.50,null,
F00739,"마늘, 생것",채소류,0.50,null,
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,70.00,null,
F00609,"고려엉겅퀴(곤드레), 재래종, 잎, 생것",채소류,60.00,null,
F02688,들기름,유지류,3.00,null,
F02825,"간장, 개량, 양조",조미료류,2.00,대두(콩),
F01149,"파, 대파, 생것",채소류,2.00,null,
F02838,고춧가루,조미료류,1.00,null,
F00739,"마늘, 생것",채소류,0.30,null,
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,90.00,null,
F00280,"찹쌀, 백미, 생것",곡류 및 그 제품,10.00,null,
F00646,"취나물, 곰취, 재배, 말린것",채소류,5.00,null,
F00772,"무, 조선무, 생것",채소류,2.00,null,
F00702,"당근, 뿌리, 생것",채소류,1.00,null,
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,90.00,null,
F00576,"가지, 생것",채소류,30.00,null,
F03251,"돼지고기, 앞다리, 생것",육류,20.00,null,
F01271,"표고버섯, 배지재배, 생것",버섯류,10.00,null,
F02717,혼합식물성유,유지류,2.00,null,
F02816,"발효주, 청주, 알코올 16%",주류,0.10,null,
F02825,"간장, 개량, 양조",조미료류,0.10,대두(콩),
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,80.00,null,
F00715,"두릅, 참두릅, 생것",채소류,30.00,null,
F01271,"표고버섯, 배지재배, 생것",버섯류,15.00,null,
F00541,"은행, 생것",견과 및 종실류,8.00,null,
F02878,"소금, 천일염, 소금꽃",조미료류,1.00,null,
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,70.00,null,
F00280,"찹쌀, 백미, 생것",곡류 및 그 제품,10.00,null,
F01045,"우엉, 생것",채소류,5.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-5845-1/978-89-480-5845-1_B_093.jpg
F01024,"연근, 생것",채소류,5.00,null,
F00702,"당근, 뿌리, 생것",채소류,5.00,null,
F00541,"은행, 생것",견과 및 종실류,5.00,null,
F00511,"밤, 생것",견과 및 종실류,5.00,null,
F01271,"표고버섯, 배지재배, 생것",버섯류,3.00,null,
F02875,"소금, 천일염",조미료류,0.20,null,
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,100.00,null,
F01117,"콩나물, 생것",채소류,55.00,null,
F01875,"달걀, 생것",난류,40.00,난류,
F01149,"파, 대파, 생것",채소류,5.00,null,
F02522,"새우, 젓갈",어패류 및 기타 수산물,3.00,새우,
F02586,"다시마, 말린것",해조류,3.00,null,
F02825,"간장, 개량, 양조",조미료류,2.00,대두(콩),
F03386,"마늘, 다진것",채소류,1.00,null,
F02875,"소금, 천일염",조미료류,0.30,null,
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,80.00,null,
F00609,"고려엉겅퀴(곤드레), 재래종, 잎, 생것",채소류,15.00,null,
F00772,"무, 조선무, 생것",채소류,10.00,null,
F00280,"찹쌀, 백미, 생것",곡류 및 그 제품,10.00,null,
F00702,"당근, 뿌리, 생것",채소류,5.00,null,
F02688,들기름,유지류,2.00,null,
F02825,"간장, 개량, 양조",조미료류,1.00,대두(콩),
F01148,"파, 쪽파, 생것",채소류,1.00,null,
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,60.00,null,
F01179,"호박, 단호박, 생것",채소류,30.00,null,
F00541,"은행, 생것",견과 및 종실류,3.00,null,
F01320,"대추, 말린것",과일류,2.00,null,
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,80.00,null,
F00643,"취나물, 곰취, 생것",채소류,60.00,null,
F00708,"도라지, 뿌리, 생것",채소류,20.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-5845-1/978-89-480-5845-1_B_042.jpg
